,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
17010,16080,29.0,4.7,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,28,20002.513965542163
17011,23740,39.0,4.6,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.513965542163
17012,20035,26.0,2.7,Sunny,Low,2,Snack,scooter,0.0,No,Metropolitian,32,20002.513965542163
17013,4390,28.0,4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.513965542163
17014,39334,25.0,4.6,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.513965542163
17015,35022,21.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,33,20002.513965542163
17016,14887,24.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,12,20002.513965542163
17017,3479,22.0,3.5,Sunny,High,0,Drinks,motorcycle,1.0,Yes,Metropolitian,44,20002.513965542163
17018,18539,,,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.513965542163
17019,7458,24.0,4.8,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,40,20002.513965542163
17020,26953,21.0,4.6,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,28,20002.513965542163
17021,29599,31.0,4.7,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,20002.513965542163
17022,10438,24.0,5.0,Sandstorms,Jam,1,Buffet,scooter,0.0,No,Metropolitian,18,20002.513965542163
17023,38463,24.0,4.1,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,16,20002.513965403028
17024,19999,23.0,4.9,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,10,20002.513965403028
17025,2003,36.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,20002.513965403028
17026,33192,,,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.513965403028
17027,44711,22.0,4.7,Windy,High,0,Meal,motorcycle,0.0,No,Metropolitian,30,20002.513965403028
17028,10242,30.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,39,20002.513965403028
17029,27871,39.0,5.0,Sunny,Medium,1,Meal,scooter,0.0,No,Urban,28,20002.513965403028
17030,13213,26.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,18,20002.513965403028
17031,9136,37.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.513965403028
17032,30097,34.0,4.3,Fog,Medium,2,Drinks,motorcycle,2.0,No,Urban,40,20002.513965403028
17033,43862,29.0,4.8,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,11,20002.513965403028
17034,12264,39.0,4.9,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,12,20002.51396421153
17035,36741,31.0,4.6,Sunny,Medium,2,Meal,motorcycle,0.0,No,Urban,25,20002.51396421153
17036,42824,29.0,4.8,Fog,Medium,2,Drinks,motorcycle,1.0,No,Urban,18,20002.51396421153
17037,36213,27.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,14,20002.51396421153
17038,1156,20.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.51396421153
17039,34221,36.0,4.6,Windy,Medium,1,Meal,motorcycle,0.0,No,,29,20002.51396421153
17040,9895,32.0,4.9,Sunny,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,20002.51396421153
17041,6192,39.0,5.0,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.51396421153
17042,2248,34.0,4.9,Windy,High,0,Buffet,motorcycle,3.0,Yes,Metropolitian,44,20002.51396421153
17043,8740,37.0,4.9,Sandstorms,High,1,Snack,motorcycle,1.0,No,Urban,27,20002.51396421153
17044,5562,31.0,5.0,Sunny,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,16,20002.51396421153
17045,21258,33.0,4.9,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,27,20002.51396421153
17046,38600,34.0,3.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,39,20002.51396421153
17047,22593,39.0,4.1,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,43,20002.513962330144
17048,15852,,,Windy,Low,1,Drinks,motorcycle,,No,Metropolitian,20,20002.513962330144
17049,16415,34.0,4.6,Sunny,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,20,20002.513962330144
17050,43022,20.0,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.513962330144
17051,22429,39.0,4.8,Cloudy,Medium,2,Snack,scooter,0.0,No,Metropolitian,33,20002.513962330144
17052,11876,35.0,4.7,Fog,Low,0,Snack,motorcycle,0.0,No,Metropolitian,27,20002.513962330144
17053,42900,39.0,4.6,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,36,20002.513962330144
17054,44879,28.0,4.6,Cloudy,Medium,2,Meal,scooter,1.0,,Metropolitian,13,20002.513962330144
17055,8287,31.0,4.7,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,30,20002.513962330144
17056,17341,27.0,4.7,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,27,20002.513962330144
17057,21151,29.0,4.4,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,43,20002.513962330144
17058,7670,20.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,14,20002.513962330144
17059,28382,24.0,4.7,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.513962330144
17060,28844,29.0,4.5,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,20002.513959124666
17061,39302,29.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,17,20002.513959124666
17062,994,25.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.51395875911
17063,34001,33.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.51395875911
17064,31554,30.0,4.9,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,18,20002.51395875911
17065,29840,38.0,4.6,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,20,20002.513958758722
17066,4600,28.0,4.0,Fog,Jam,1,Snack,scooter,0.0,No,Metropolitian,32,20002.513958758722
17067,17454,35.0,5.0,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.51395806151
17068,3817,29.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.51395806151
17069,34251,38.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Urban,15,20002.51395806151
17070,40177,39.0,4.5,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,29,20002.51395806151
17071,22127,37.0,3.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.513958051528
17072,16816,,,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.513958051528
17073,7658,35.0,3.7,Sandstorms,Jam,1,Drinks,scooter,0.0,Yes,Metropolitian,41,20002.513958051528
17074,31082,21.0,4.9,Sandstorms,Medium,1,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.51395803753
17075,24402,21.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35,20002.51395803753
17076,26169,38.0,4.7,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,37,20002.513957968913
17077,23674,24.0,5.0,Sandstorms,High,1,Meal,motorcycle,0.0,No,Metropolitian,13,20002.513957968913
17078,11092,22.0,4.8,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.513957968913
17079,38274,33.0,4.6,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,23,20002.513957916854
17080,40401,24.0,5.0,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,18,20002.513957883195
17081,37168,,,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,35,20002.513957883195
17082,28148,27.0,5.0,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.513957883195
17083,35705,24.0,4.1,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,46,20002.513957452487
17084,22545,34.0,4.9,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,29,20002.513957452487
17085,14991,25.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,29,20002.513957452487
17086,17379,29.0,4.0,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.51395744687
17087,19772,37.0,4.2,Sunny,Jam,0,Meal,motorcycle,1.0,Yes,Urban,43,20002.513957435294
17088,3310,33.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,46,20002.513957435294
17089,43219,32.0,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Urban,23,20002.513957402
17090,39399,30.0,5.0,Stormy,Low,1,Drinks,motorcycle,0.0,No,Urban,21,20002.513957402
17091,22961,38.0,3.6,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,33,20002.513957216397
17092,31214,22.0,4.8,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,23,20002.513957216397
17093,28086,25.0,4.7,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,13,20002.513956967316
17094,12375,25.0,4.5,Windy,Jam,2,Drinks,scooter,1.0,No,Urban,27,20002.513956967316
17095,23267,37.0,5.0,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,26,20002.513956967316
17096,8160,30.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,35,20002.51395690549
17097,40749,36.0,4.8,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,20002.51395690549
17098,20474,31.0,4.3,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Semi-Urban,49,20002.51395641436
17099,11830,37.0,4.8,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.51395641436
17100,14739,29.0,4.6,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.51395639736
17101,22383,31.0,,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,28,20002.51395639736
17102,5709,26.0,4.8,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,12,20002.51395639736
17103,43681,37.0,4.9,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Urban,45,20002.513956392915
17104,1241,26.0,4.8,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,20002.513956392915
17105,33336,24.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,47,20002.513956392915
17106,24691,29.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.513956392915
17107,34252,32.0,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,20002.513956372804
17108,26487,35.0,4.3,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.513956372804
17109,42589,37.0,5.0,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,39,20002.513956372804
17110,30389,30.0,4.9,Sunny,Low,2,Snack,scooter,,No,Urban,12,20002.51394802471
17111,2565,24.0,4.7,Fog,High,0,Buffet,motorcycle,1.0,No,Urban,20,20002.51394802471
17112,18882,39.0,4.5,Stormy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.51394802471
17113,30454,24.0,4.3,Windy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,38,20002.51394802471
17114,32249,26.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,14,20002.51394802471
17115,12920,23.0,4.9,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.51394802471
17116,5502,37.0,4.5,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,29,20002.51394802471
17117,43270,27.0,5.0,Sunny,Medium,2,Snack,scooter,1.0,No,Urban,11,20002.51394802471
17118,5995,29.0,4.8,Sandstorms,Jam,2,Meal,motorcycle,0.0,No,Urban,12,20002.51394802471
17119,43553,36.0,4.8,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.51394802471
17120,26097,22.0,5.0,Sandstorms,Low,1,Buffet,scooter,0.0,No,Urban,10,20002.513947715735
17121,9182,,,,,3,Snack,electric_scooter,1.0,No,Metropolitian,23,20002.513947715735
17122,34468,39.0,4.8,Stormy,Jam,0,Meal,motorcycle,,No,Metropolitian,37,20002.513947715735
17123,27059,22.0,4.7,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.513947715735
17124,27854,32.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Urban,52,20002.513947715735
17125,1199,30.0,4.2,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.513947715735
17126,12944,32.0,4.7,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,19,20002.513947715735
17127,43653,34.0,4.8,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.513947715735
17128,9437,35.0,4.6,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.513947715735
17129,32678,24.0,4.9,Windy,Jam,0,Snack,motorcycle,1.0,No,,38,20002.513947715735
17130,41741,28.0,4.6,Stormy,Jam,1,Snack,motorcycle,0.0,No,,11,20002.513947715735
17131,1692,29.0,4.7,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,25,20002.513947715735
17132,33184,31.0,4.8,Stormy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,28,20002.5139476752
17133,45004,35.0,4.9,Windy,Low,1,Buffet,motorcycle,0.0,No,Urban,17,20002.5139476752
17134,1709,28.0,4.6,Stormy,Medium,2,Buffet,scooter,0.0,No,,23,20002.5139476752
17135,14451,37.0,4.8,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.5139476752
17136,30433,39.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Urban,24,20002.5139476752
17137,28265,21.0,4.5,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,28,20002.5139476752
17138,20247,33.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.5139476752
17139,33951,20.0,4.9,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,14,20002.5139476752
17140,18265,35.0,4.9,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.5139476752
17141,25187,39.0,4.7,Windy,Low,2,Meal,electric_scooter,1.0,No,Urban,21,20002.5139476752
17142,39680,27.0,4.6,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,20002.5139476752
17143,4435,23.0,5.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,20002.5139476752
17144,38803,31.0,3.7,Fog,Low,2,Meal,motorcycle,0.0,No,Metropolitian,37,20002.5139476752
17145,44164,21.0,4.8,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.513947664876
17146,14823,26.0,4.9,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.513947664876
17147,23005,28.0,4.9,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,15,20002.513947664876
17148,39394,35.0,4.7,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,31,20002.513947664876
17149,38655,38.0,4.3,Sandstorms,Jam,2,Meal,motorcycle,2.0,No,Urban,41,20002.513947664876
17150,17992,20.0,4.6,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,20,20002.513947664876
17151,36335,30.0,5.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.513947664876
17152,38095,30.0,4.4,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,47,20002.51394765438
17153,28642,25.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51394765438
17154,9013,31.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,27,20002.51394765438
17155,19399,21.0,4.9,Cloudy,Jam,2,Buffet,motorcycle,2.0,No,Urban,41,20002.51394765438
17156,15658,21.0,4.7,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51394765438
17157,29771,28.0,4.3,Windy,Low,0,Snack,motorcycle,0.0,No,,16,20002.51394765438
17158,3151,31.0,3.9,Sandstorms,Jam,2,Snack,scooter,0.0,No,Urban,33,20002.51394765438
17159,2988,25.0,4.3,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Urban,26,20002.513947618732
17160,19724,34.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.513947618732
17161,20974,33.0,4.8,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,30,20002.513947618732
17162,2689,22.0,5.0,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Urban,21,20002.513947618732
17163,41579,39.0,4.7,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.513947618732
17164,31377,20.0,4.9,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,12,20002.513947618732
17165,31207,15.0,1.0,,,3,Snack,electric_scooter,1.0,No,Urban,19,20002.513947618732
17166,16952,26.0,4.9,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Urban,22,20002.513947618732
17167,27077,29.0,5.0,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,13,20002.513947618732
17168,114,32.0,4.9,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.513947618732
17169,31544,31.0,4.6,Sandstorms,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,27,20002.513947610292
17170,23860,34.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,19,20002.513947610292
17171,9529,23.0,4.6,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,17,20002.513947610292
17172,15409,,,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,22,20002.513947610292
17173,18864,33.0,5.0,Windy,Jam,2,Snack,electric_scooter,1.0,No,Urban,30,20002.513947610292
17174,23618,28.0,4.6,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,13,20002.513947610292
17175,13892,39.0,4.9,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,24,20002.513947610292
17176,22592,21.0,4.7,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,19,20002.513947610292
17177,7023,26.0,4.8,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,19,20002.513947610292
17178,44412,38.0,4.6,Windy,Low,2,Meal,scooter,1.0,No,Urban,25,20002.51394760635
17179,21913,38.0,4.9,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,20002.51394760635
17180,11606,34.0,5.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,51,20002.51394760635
17181,37339,29.0,4.6,Fog,Medium,2,Meal,motorcycle,2.0,No,Metropolitian,38,20002.51394760635
17182,2997,29.0,4.8,Windy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.51394760635
17183,34321,24.0,4.6,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.51394760635
17184,18018,20.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.51394760635
17185,26517,34.0,5.0,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,23,20002.51394760635
17186,25579,37.0,4.1,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.51394760635
17187,41834,36.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,21,20002.51394760635
17188,12870,32.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,33,20002.51394760635
17189,9356,23.0,5.0,Windy,Low,2,Buffet,electric_scooter,0.0,No,Urban,17,20002.51394760635
17190,28121,36.0,5.0,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,39,20002.51394760635
17191,29941,21.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Urban,10,20002.51394760635
17192,15098,32.0,5.0,Cloudy,Jam,2,Drinks,scooter,1.0,No,Urban,28,20002.513947514624
17193,599,38.0,4.8,Fog,Low,1,Meal,scooter,1.0,No,Urban,17,20002.513947514624
17194,15969,24.0,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,,23,20002.513947514624
17195,36550,25.0,4.8,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.513947514624
17196,20055,24.0,4.7,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,20002.513947514624
17197,36524,38.0,4.3,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32,20002.513947514624
17198,552,38.0,4.7,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,24,20002.513947514624
17199,26330,34.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,19,20002.513947514624
17200,39863,37.0,4.9,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.513947514624
17201,5234,29.0,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.513947506144
17202,29747,36.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,52,20002.513947506144
17203,26599,22.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.513947506144
17204,13264,29.0,4.9,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,21,20002.513947506144
17205,31364,22.0,4.6,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,15,20002.513947506144
17206,11193,26.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22,20002.513947506144
17207,15095,30.0,5.0,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,33,20002.513947506144
17208,26476,24.0,5.0,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,16,20002.513947506144
17209,31305,39.0,4.8,Cloudy,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,37,20002.513947506144
17210,25997,31.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,25,20002.513947506144
17211,12531,26.0,4.7,Windy,High,1,Buffet,scooter,1.0,No,Metropolitian,23,20002.513947506144
17212,9888,26.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.513947506144
17213,6144,22.0,4.8,Fog,Medium,2,Buffet,motorcycle,1.0,No,Urban,30,20002.51390044396
17214,838,32.0,3.8,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.51390044396
17215,36265,20.0,5.0,Windy,Jam,2,Buffet,scooter,0.0,No,Urban,17,20002.51390044396
17216,36810,22.0,4.8,Sunny,Jam,1,Meal,scooter,0.0,No,Urban,13,20002.51390044396
17217,16533,28.0,5.0,Sunny,High,2,Meal,scooter,0.0,No,Metropolitian,13,20002.51390044396
17218,5243,27.0,4.9,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,20002.51390044396
17219,13432,22.0,4.7,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51390044396
17220,26951,39.0,4.6,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,26,20002.51390044396
17221,415,35.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,20002.51390044396
17222,38728,,,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.51390044396
17223,10418,39.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.51390044396
17224,15948,23.0,4.9,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,21,20002.51390044396
17225,23258,20.0,4.7,Cloudy,Low,1,Meal,motorcycle,1.0,No,Urban,18,20002.513900432612
17226,36002,35.0,3.8,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,34,20002.513900432612
17227,6486,37.0,4.9,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,34,20002.513900432612
17228,2162,30.0,4.5,Fog,Low,1,Snack,motorcycle,2.0,No,Metropolitian,39,20002.513900432612
17229,16687,37.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,,28,20002.513900432612
17230,13872,31.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.513900432612
17231,8611,28.0,4.8,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,23,20002.513900432612
17232,32564,25.0,4.9,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,18,20002.513900432612
17233,29835,30.0,4.7,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.513900432612
17234,8431,34.0,5.0,Sunny,High,2,Snack,electric_scooter,1.0,No,Metropolitian,17,20002.513900432612
17235,7655,23.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Urban,21,20002.513900432612
17236,32008,35.0,4.9,Cloudy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,35,20002.513900432612
17237,1432,30.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.51390042562
17238,10615,25.0,4.9,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17,20002.51390042562
17239,27110,38.0,5.0,Cloudy,High,0,Buffet,motorcycle,1.0,No,Urban,25,20002.51390042562
17240,27770,22.0,4.7,Stormy,Jam,2,Snack,scooter,1.0,No,Urban,26,20002.51390042562
17241,27357,29.0,4.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,39,20002.51390042562
17242,45276,21.0,4.8,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,14,20002.51390042562
17243,26099,25.0,4.9,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,20002.51390042562
17244,20299,36.0,4.7,Sunny,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10,20002.51390042562
17245,6510,24.0,4.6,Cloudy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,23,20002.51390042562
17246,40084,,,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,21,20002.51390042562
17247,8907,29.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,20002.51390042562
17248,33834,36.0,4.7,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,16,20002.51390042562
17249,4572,28.0,4.1,Sunny,High,0,Buffet,motorcycle,3.0,Yes,Semi-Urban,53,20002.51390042562
17250,11160,29.0,4.7,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,23,20002.51390042562
17251,5177,28.0,5.0,Stormy,Low,2,Buffet,motorcycle,1.0,No,Urban,15,20002.513900368434
17252,10466,32.0,4.3,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,25,20002.513900368434
17253,9977,37.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.513900368434
17254,1963,36.0,4.9,Windy,Medium,1,Snack,scooter,0.0,No,Urban,24,20002.513900368434
17255,38060,29.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,17,20002.513900368434
